1000
0 20 48
0 27 52
0 35 32
0 65 74
0 75 28
0 79 9
0 104 42
0 114 20
0 129 56
0 131 60
0 234 24
0 265 64
0 302 43
0 311 18
0 313 35
0 318 49
0 366 3
0 387 13
0 404 91
0 441 11
0 443 96
0 475 13
0 498 6
0 506 95
0 507 44
0 530 83
0 544 75
0 547 9
0 654 87
0 662 48
0 687 95
0 701 12
0 707 4
0 730 94
0 743 75
0 756 49
0 763 61
0 766 2
0 786 22
0 838 16
0 845 5
0 849 38
0 853 82
0 862 54
0 865 27
0 873 73
0 915 64
0 917 40
0 942 18
0 946 56
0 990 76
0 993 11
1 19 63
1 55 3
1 65 30
1 91 31
1 96 69
1 102 92
1 108 97
1 115 67
1 119 25
1 129 45
1 135 9
1 155 63
1 163 64
1 226 15
1 256 80
1 259 99
1 268 8
1 280 40
1 283 70
1 294 64
1 300 78
1 302 85
1 303 16
1 310 62
1 311 55
1 325 86
1 350 4
1 358 28
1 360 27
1 366 96
1 399 12
1 454 24
1 461 72
1 476 92
1 501 34
1 513 58
1 523 27
1 533 71
1 534 100
1 535 24
1 556 8
1 571 46
1 593 68
1 600 29
1 645 41
1 726 50
1 727 83
1 768 21
1 821 1
1 830 88
1 849 48
1 886 100
1 897 30
1 902 27
1 905 81
1 952 94
2 9 30
2 11 80
2 32 73
2 97 70
2 112 6
2 115 68
2 140 58
2 152 46
2 162 81
2 226 69
2 245 35
2 257 45
2 265 93
2 306 10
2 311 89
2 331 15
2 361 2
2 408 64
2 418 42
2 432 49
2 436 51
2 440 100
2 445 40
2 476 31
2 496 47
2 511 52
2 542 83
2 555 59
2 587 85
2 598 72
2 610 100
2 621 95
2 671 64
2 682 38
2 737 79
2 769 63
2 772 6
2 774 22
2 786 84
2 788 20
2 796 14
2 819 89
2 823 53
2 847 91
2 902 21
2 923 56
2 944 33
2 948 11
2 953 2
2 981 12
2 982 31
2 993 54
2 998 25
3 12 16
3 19 22
3 20 94
3 34 48
3 62 15
3 70 89
3 79 38
3 86 13
3 160 46
3 168 27
3 192 2
3 227 92
3 244 60
3 257 51
3 262 53
3 327 64
3 329 43
3 360 81
3 361 52
3 373 67
3 379 71
3 384 28
3 392 85
3 407 3
3 425 9
3 426 31
3 440 80
3 441 10
3 443 14
3 459 86
3 490 65
3 504 53
3 518 59
3 526 47
3 538 57
3 545 29
3 547 14
3 551 68
3 573 20
3 578 83
3 580 46
3 587 5
3 633 46
3 709 71
3 711 55
3 762 27
3 808 79
3 822 12
3 856 31
3 859 71
3 862 65
3 866 80
3 876 28
3 901 62
3 948 89
3 949 65
3 966 95
3 969 31
3 996 35
4 11 91
4 26 20
4 28 4
4 32 89
4 42 61
4 72 81
4 74 61
4 98 13
4 181 19
4 186 17
4 197 29
4 200 62
4 203 19
4 208 43
4 215 54
4 218 36
4 245 84
4 252 67
4 272 27
4 273 83
4 274 44
4 284 81
4 289 69
4 310 33
4 355 54
4 367 49
4 375 30
4 421 79
4 433 84
4 446 18
4 457 65
4 490 28
4 499 29
4 510 32
4 514 57
4 545 73
4 564 1
4 580 91
4 633 95
4 641 77
4 664 66
4 710 21
4 753 79
4 756 62
4 853 61
4 917 57
4 933 90
4 947 43
4 993 21
5 11 25
5 22 100
5 32 35
5 34 4
5 38 36
5 54 70
5 69 93
5 99 60
5 137 42
5 191 63
5 252 52
5 268 31
5 282 66
5 305 7
5 330 72
5 413 19
5 426 63
5 452 63
5 463 23
5 471 44
5 484 20
5 536 60
5 553 58
5 558 12
5 559 53
5 561 93
5 704 31
5 742 56
5 776 98
5 811 60
5 883 12
5 884 64
5 894 67
5 897 83
5 935 30
5 951 64
5 953 6
5 983 36
5 999 49
6 64 64
6 65 96
6 107 1
6 110 74
6 111 66
6 128 37
6 156 51
6 186 78
6 191 85
6 195 24
6 223 43
6 235 54
6 280 36
6 305 18
6 322 30
6 324 71
6 327 84
6 376 63
6 402 63
6 419 9
6 467 23
6 478 10
6 520 29
6 549 11
6 596 80
6 628 32
6 672 39
6 674 40
6 689 96
6 705 8
6 762 95
6 792 44
6 793 93
6 820 72
6 831 73
6 937 88
6 955 77
6 970 81
7 14 81
7 15 48
7 47 99
7 115 62
7 136 53
7 162 4
7 186 19
7 258 46
7 262 18
7 289 53
7 300 91
7 333 62
7 338 17
7 343 1
7 366 54
7 367 29
7 390 87
7 416 82
7 432 90
7 434 90
7 436 63
7 454 20
7 467 36
7 475 50
7 507 27
7 565 7
7 602 68
7 605 83
7 608 19
7 644 6
7 689 69
7 720 77
7 726 66
7 730 20
7 731 11
7 739 14
7 748 58
7 794 58
7 802 23
7 808 58
7 810 11
7 818 31
7 825 96
7 852 61
7 874 68
7 878 43
7 893 50
7 897 27
7 946 99
7 965 37
8 20 42
8 48 33
8 55 93
8 67 99
8 72 20
8 129 39
8 197 7
8 204 11
8 213 63
8 223 82
8 242 19
8 250 92
8 277 27
8 293 48
8 299 23
8 321 47
8 333 13
8 340 50
8 344 8
8 435 28
8 485 74
8 505 74
8 508 64
8 509 82
8 540 23
8 555 40
8 594 18
8 611 11
8 617 22
8 633 42
8 634 85
8 639 15
8 643 72
8 655 94
8 690 83
8 703 60
8 711 55
8 728 50
8 732 53
8 741 6
8 750 69
8 777 77
8 785 91
8 802 30
8 822 99
8 846 30
8 851 85
8 854 48
8 866 31
8 975 24
9 29 76
9 62 66
9 75 30
9 84 72
9 91 74
9 113 65
9 115 74
9 120 31
9 129 55
9 179 52
9 185 78
9 190 44
9 205 40
9 223 44
9 232 32
9 233 22
9 268 4
9 282 68
9 291 19
9 293 74
9 314 8
9 324 67
9 336 80
9 337 46
9 376 10
9 380 90
9 392 25
9 428 57
9 430 28
9 444 54
9 460 56
9 470 30
9 565 48
9 591 96
9 637 41
9 659 15
9 669 16
9 673 73
9 698 25
9 704 29
9 710 12
9 727 65
9 747 41
9 752 29
9 856 53
9 878 64
9 880 62
9 886 14
9 896 93
9 913 29
9 918 73
9 932 29
9 954 65
9 955 2
9 988 17
10 38 40
10 39 68
10 42 71
10 50 27
10 60 80
10 86 65
10 114 85
10 145 9
10 187 83
10 213 88
10 230 93
10 262 34
10 271 85
10 287 28
10 299 52
10 302 34
10 303 53
10 304 10
10 306 78
10 332 1
10 364 67
10 369 95
10 395 54
10 426 61
10 451 54
10 477 8
10 479 20
10 513 24
10 541 56
10 564 37
10 571 92
10 580 48
10 585 47
10 590 52
10 636 93
10 640 100
10 648 58
10 667 77
10 676 4
10 677 9
10 690 31
10 723 2
10 728 10
10 762 61
10 783 50
10 789 18
10 795 85
10 802 88
10 805 51
10 816 60
10 835 86
10 848 27
10 889 60
10 926 20
10 928 51
10 932 61
10 941 24
10 946 59
10 954 95
10 970 29
10 986 21
11 35 83
11 142 74
11 172 64
11 184 92
11 192 76
11 218 80
11 219 95
11 225 72
11 234 20
11 237 30
11 266 43
11 301 47
11 309 77
11 332 97
11 351 9
11 352 96
11 372 64
11 385 96
11 434 15
11 438 14
11 507 99
11 533 9
11 586 87
11 639 19
11 648 42
11 673 42
11 675 65
11 685 15
11 734 98
11 751 37
11 760 79
11 765 91
11 791 60
11 818 52
11 881 9
11 882 89
11 910 24
11 990 98
12 18 41
12 49 96
12 78 20
12 93 49
12 96 19
12 115 86
12 122 10
12 123 91
12 131 19
12 138 10
12 141 59
12 146 89
12 147 44
12 168 56
12 191 22
12 200 76
12 211 66
12 215 30
12 221 26
12 265 67
12 353 28
12 377 99
12 386 14
12 393 89
12 455 36
12 458 82
12 463 35
12 482 34
12 486 17
12 495 62
12 502 55
12 507 26
12 522 1
12 536 45
12 538 48
12 547 81
12 569 4
12 584 8
12 595 45
12 654 90
12 660 8
12 666 87
12 669 1
12 673 97
12 762 57
12 782 32
12 810 35
12 905 34
12 912 9
13 33 24
13 36 18
13 51 40
13 65 14
13 133 63
13 176 63
13 188 2
13 235 48
13 261 89
13 338 73
13 340 10
13 352 100
13 353 42
13 366 96
13 367 26
13 376 19
13 378 68
13 382 94
13 459 3
13 464 14
13 468 25
13 470 63
13 476 15
13 486 96
13 495 54
13 512 26
13 534 47
13 542 47
13 590 97
13 592 27
13 644 66
13 645 92
13 681 38
13 688 80
13 692 50
13 717 2
13 729 95
13 820 80
13 821 94
13 829 63
13 869 6
13 893 7
13 962 29
13 971 9
13 975 62
13 981 77
13 999 40
14 33 14
14 38 18
14 45 66
14 49 19
14 50 46
14 101 91
14 166 83
14 169 47
14 179 22
14 196 67
14 212 41
14 239 51
14 300 90
14 313 72
14 334 78
14 359 18
14 373 71
14 388 16
14 419 75
14 428 41
14 438 93
14 556 100
14 573 93
14 589 20
14 600 89
14 645 31
14 697 12
14 726 33
14 757 62
14 787 6
14 836 65
14 842 82
14 872 83
14 907 66
14 920 40
14 940 20
14 941 18
14 946 60
14 949 41
14 964 29
14 986 11
14 988 97
15 25 70
15 63 10
15 83 4
15 110 85
15 184 75
15 201 10
15 203 22
15 211 81
15 229 49
15 243 85
15 287 74
15 296 35
15 302 67
15 310 3
15 316 47
15 318 21
15 322 98
15 328 75
15 330 13
15 351 41
15 358 29
15 417 87
15 488 48
15 550 24
15 579 76
15 589 74
15 604 87
15 614 20
15 652 52
15 724 75
15 730 57
15 789 86
15 806 55
15 822 48
15 868 69
15 909 80
15 914 28
15 922 25
15 955 20
15 957 6
15 979 92
15 984 83
16 26 42
16 33 46
16 53 47
16 87 9
16 96 57
16 103 15
16 138 75
16 145 33
16 208 27
16 221 38
16 246 18
16 248 30
16 263 76
16 266 21
16 276 26
16 336 2
16 392 80
16 409 75
16 451 26
16 485 64
16 562 65
16 575 26
16 587 100
16 590 94
16 593 58
16 604 33
16 634 9
16 636 61
16 652 9
16 656 85
16 751 75
16 785 96
16 786 17
16 832 2
16 854 66
16 889 54
16 914 57
16 950 81
16 989 99
17 41 38
17 53 37
17 74 63
17 133 2
17 139 21
17 149 64
17 161 23
17 179 65
17 191 80
17 205 52
17 225 84
17 233 10
17 235 81
17 245 15
17 263 64
17 301 38
17 380 53
17 386 43
17 387 94
17 399 57
17 400 3
17 403 61
17 480 46
17 501 21
17 517 46
17 543 24
17 547 46
17 551 2
17 554 31
17 558 65
17 595 83
17 670 43
17 672 84
17 683 37
17 703 2
17 704 51
17 711 66
17 724 58
17 730 92
17 737 78
17 740 91
17 743 15
17 756 56
17 763 82
17 766 36
17 785 21
17 801 4
17 819 75
17 840 22
17 848 38
17 851 25
17 872 76
17 893 35
17 917 82
17 918 27
17 921 79
17 923 56
17 946 81
17 959 81
17 973 29
17 984 12
18 21 53
18 33 95
18 44 88
18 49 68
18 94 100
18 98 90
18 119 50
18 132 40
18 135 5
18 154 99
18 219 96
18 226 70
18 295 20
18 303 22
18 305 89
18 344 6
18 390 30
18 397 5
18 399 89
18 412 92
